"Species","Region","NumYears","Min_Index","Mean_Index","Max_Index"
"Hirundinidae1","BC",61,1.90091903968937,5.81661367677074,14.4417043724627
"Hirundinidae1","CA-BC-10",61,1.09999713290842,4.52472783500318,12.6164940633927
"Hirundinidae1","CA-BC-5",61,4.10436196311578,11.2296413007168,28.4714417043622
"Hirundinidae1","CA-BC-6",61,0.796498251839824,1.01887714780422,1.47771172463539
"Hirundinidae1","CA-BC-9",61,1.02440533719579,4.03211507445474,9.12258834368222
"Hirundinidae1","Continental",61,7.40722920672571,10.4717808721983,14.4072068794278
"Hirundinidae2","BC",61,1.17691112864236,4.71692335133326,11.2855867287682
"Hirundinidae2","CA-BC-10",61,1.92854340400233,6.92178641844837,16.1182244436797
"Hirundinidae2","CA-BC-5",61,0.0246166780865076,0.144571613155945,0.298211675437748
"Hirundinidae2","CA-BC-6",61,0.00619428883278059,0.331833679890559,0.776647994226124
"Hirundinidae2","CA-BC-9",61,1.12176842073276,10.2275251921013,21.2799221904408
"Hirundinidae2","Continental",61,2.2592138881567,8.29226521405859,39.7397653605973
